Agency Title,Agency Code,Fiscal Year,Effective Date,Account,Account Type,Account Category (Ex),Account Summary (Ex),Goal,Funds,Fund Title,Fund Category,Vendor,Amount,Agency Title 
"Health and Welfare, Department of",270,2024,2024-02-06,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,335,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-07,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,19.52,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-09,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,16,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-12,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,15,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-13,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,65,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-14,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-15,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,30,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-22,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,540,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-23,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,-80,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-26,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,396,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-29,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,-60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-01,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,81475.4,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-04,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,82,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-05,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-06,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,90,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-07,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,60,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-08,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,61,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-11,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,97.1,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-13,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,263.01,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-14,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,133,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-15,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,375,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-18,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,1302,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-19,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,168,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-20,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,225,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-21,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,188,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-22,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,-2744.32,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-25,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,-1116.87,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-26,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,20,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-27,440000,Revenue,,,Health And Human Services,22000,Cooperative Welfare Fund,Other,,8875,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-23,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-23398.63,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-28,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,179456.09,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-04,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,8894.65,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-06,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,404907.03,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,32061.14,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-14,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,1854.18,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,280470.21,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-27,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,292063.87,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-03-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,32565.38,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,755773.16,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-15,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,20961.65,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-10,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,39361.47,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-15,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,43208807.52,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-16,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,275877.88,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-17,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,84231.75,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,280400.46,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,1460795.99,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-03,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,94089.64,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,24018082.96,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-22,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4129.1,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-22,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,25133.04,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-09,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,142742.27,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-23,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,125937.46,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-24,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,128002,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,23174933.04,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-28,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,666849.15,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,57983.86,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-07-03,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,63476.1,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,16145650.24,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-26,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,0,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-30,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,103086.11,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-02,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,129556.59,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-30,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,61573791.7,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,104776.03,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-07-05,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,0,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-03,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,545849.38,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-06,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,490176.72,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-04,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,21332901.26,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-07,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,138467.32,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-07-25,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-2139455.88,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-11,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,161667147.24,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-07,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,22636575.8,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-12,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-730.53,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-03,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,75484.02,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-12,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,33698.87,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2073085.18,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-07-31,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,798.34,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,30533.87,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-14,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2072480.18,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,247550.06,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,104275136.24,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-08,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4680.06,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-17,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,5442366.64,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-18,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,23466058.2,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-02,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,49011.47,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4913.34,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-04-24,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,30932.16,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,149856.53,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,5598394,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-04,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-2107.58,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,1684,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-24,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,152313.19,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-08,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,177542.81,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-05,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,4466.68,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-05,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,136233.97,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-09,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,45731.2,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-10,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,145082.32,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,49870.35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-14,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-19232,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-05-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,146021294.4,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-26,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,114.99,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-16,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,64485.53,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-27,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,5605387.16,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-06-27,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,3507.22,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-08-28,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,33318.35,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-14,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,38724.8,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-25,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,127889.02,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-09-28,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,48069.95,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-10-12,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,80225.41,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-10-19,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,40688.74,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-10-25,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,12714.23,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-02,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,24850.82,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,12318.77,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-15,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,35965.06,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-16,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,296.54,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-17,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,15274.2,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,423538.76,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-22,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,36246.93,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-28,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,213673.26,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,1026594.29,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-11-30,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,32990401.38,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,12495787.2,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-02,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,13100317.47,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-03,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-1063193.56,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-04,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,39832212.22,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-05,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,42888.83,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-13,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2662.37,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-20,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,112877.11,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-21,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,108496.48,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-26,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,443522.59,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-27,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,221698.3,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-28,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,2068775.5,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2023-12-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,115525.8,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-08,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,115441549.1,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-09,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,17639.52,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-11,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,295401.85,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-16,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,7388.2,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-17,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-560.8,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-23,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,183770.12,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-24,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,62733.19,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-25,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,346.17,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-26,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,351.85,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-29,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,-32863.81,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-30,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,33050.19,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-01-31,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,1.76,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-01,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,53.74,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-02,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,54.62,"Health and Welfare, Department of"
"Health and Welfare, Department of",270,2024,2024-02-05,450401,Revenue,,,Health And Human Services,22002,Cooperative Welfare Fund: Cooperative Welfare Account-Federa,Other,,1952.84,"Health and Welfare, Department of"
